chloramine,chromium,bacteria,viruses,perchlorate,silver
4.56,0.52,0.12,0.003,10.95,0.44
3.75,0.61,0.15,0.008,34.91,0.21
5.1,0.76,0.21,0.002,9.55,0.22
1.84,0.55,0.88,0.88,9.01,0.38
7.49,0.76,0.79,0.79,26.54,0.42
7.43,0.29,0.54,0.54,45.28,0.4
7.81,0.44,0.41,0.001,8.02,0.17
6.77,0.24,0.89,0.89,55.57,0.23
1.8,0.27,0.43,0.003,45.85,0.31
2.89,0.25,0.51,0.51,41.37,0.4
0.93,0.58,0.95,0.95,59.07,0.12
2.27,0.71,0.5,0.5,47.73,0.34
0.3,0.08,0.22,0.009,54.0,0.39
6.5,0.3,0.7,0.7,32.76,0.44
1.58,0.42,0.19,0.0,24.53,0.46
3.05,0.49,0.91,0.91,44.5,0.21
2.5,0.62,0.62,0.62,19.33,0.41
7.24,0.14,0.91,0.91,7.24,0.01
6.85,0.4,0.31,0.005,34.7,0.19
0.39,0.48,0.94,0.94,36.12,0.07
1.81,0.27,0.12,0.008,11.97,0.31
4.96,0.46,0.43,0.005,44.05,0.35
4.26,0.62,0.2,0.001,30.09,0.43
2.97,0.32,0.43,0.009,55.65,0.36
0.46,0.45,1.0,1.0,57.87,0.37
4.85,0.82,0.67,0.67,7.88,0.49
6.53,0.38,0.38,0.007,3.13,0.46
0.0,0.88,0.12,0.001,10.48,0.35
2.71,0.13,0.5,0.5,13.59,0.05
2.98,0.08,0.89,0.89,1.49,0.22
4.5,0.66,0.43,0.002,43.87,0.04
2.29,0.25,0.64,0.64,59.4,0.23
2.83,0.19,0.3,0.005,55.45,0.32
6.13,0.08,0.68,0.68,47.49,0.07
2.34,0.82,0.2,0.003,10.16,0.15
7.81,0.02,0.19,0.006,35.13,0.11
3.41,0.46,0.84,0.84,32.08,0.26
5.0,0.54,0.45,0.0,5.01,0.15
0.08,0.72,0.99,0.99,31.84,0.39
5.21,0.85,0.01,0.004,7.01,0.41
1.51,0.26,0.42,0.002,29.27,0.28
3.96,0.6,0.15,0.001,19.26,0.48
6.57,0.87,0.59,0.59,37.89,0.48
2.52,0.45,0.68,0.68,22.35,0.11
3.78,0.87,0.27,0.0,20.7,0.39
0.32,0.84,0.42,0.005,30.79,0.24
1.57,0.35,0.47,0.004,13.32,0.33
3.0,0.33,0.13,0.007,43.56,0.2
3.17,0.49,0.8,0.8,16.74,0.11
3.61,0.3,0.02,0.006,51.83,0.16
2.07,0.81,0.69,0.69,41.18,0.26
3.21,0.5,0.29,0.005,39.45,0.16
4.58,0.43,0.11,0.001,11.1,0.08
2.41,0.54,0.9,0.9,7.3,0.17
5.73,0.07,0.98,0.98,16.24,0.36
6.21,0.79,0.21,0.002,7.51,0.13
6.07,0.67,0.84,0.84,10.5,0.21
5.59,0.8,0.62,0.62,48.98,0.07
3.36,0.63,0.94,0.94,31.21,0.12
4.02,0.62,0.94,0.94,55.8,0.17
6.6,0.83,0.73,0.73,47.53,0.12
5.89,0.04,0.52,0.52,52.16,0.24
6.52,0.28,1.0,1.0,49.98,0.35
0.64,0.69,0.1,0.003,33.87,0.22
1.53,0.18,0.01,0.0,24.65,0.09
0.48,0.77,0.71,0.71,22.24,0.2
6.24,0.57,0.84,0.84,31.67,0.44
5.88,0.09,0.37,0.002,13.29,0.05
4.55,0.24,0.54,0.54,41.66,0.37
2.94,0.14,0.89,0.89,32.32,0.33
6.12,0.35,0.63,0.63,21.31,0.12
3.42,0.86,0.09,0.005,39.6,0.12
2.01,0.51,0.48,0.001,31.59,0.28
2.55,0.82,0.14,0.006,28.2,0.42
6.27,0.63,0.82,0.82,44.92,0.06
3.33,0.42,0.14,0.005,25.23,0.17
3.29,0.5,0.55,0.55,26.68,0.48
7.85,0.03,0.54,0.54,9.13,0.21
7.31,0.25,0.62,0.62,23.86,0.2
3.88,0.41,0.61,0.61,57.49,0.41
3.48,0.15,0.55,0.55,29.51,0.16
6.2,0.23,0.13,0.008,11.3,0.08
7.99,0.14,0.64,0.64,28.26,0.08
2.12,0.0,0.83,0.83,3.98,0.18
3.51,0.86,0.89,0.89,44.28,0.49
6.86,0.81,0.89,0.89,3.38,0.41
6.7,0.62,0.02,0.006,54.14,0.42
4.84,0.04,0.14,0.006,31.08,0.05
4.77,0.19,0.97,0.97,28.76,0.1
4.93,0.42,0.42,0.005,50.59,0.37
0.1,0.31,0.41,0.008,8.0,0.27
7.12,0.49,0.94,0.94,44.82,0.13
5.42,0.65,0.56,0.56,9.66,0.41
4.54,0.1,0.74,0.74,1.95,0.18
4.43,0.5,0.97,0.97,9.82,0.23
7.12,0.25,0.74,0.74,4.14,0.22
3.28,0.57,0.82,0.82,34.24,0.35
0.73,0.78,0.0,0.0,1.35,0.03
2.8,0.15,0.0,0.0,19.72,0.04
0.5,0.17,0.0,0.0,33.5,0.34
2.51,0.11,0.0,0.0,18.38,0.21
3.1,0.69,0.0,0.0,17.89,0.25
1.11,0.11,0.0,0.0,32.4,0.42
5.9,0.72,0.0,0.0,32.75,0.14
1.4,0.29,0.0,0.0,28.45,0.31
6.5,0.21,0.0,0.0,14.92,0.21
5.33,0.57,0.0,0.0,36.9,0.09
1.56,0.48,0.0,0.0,52.76,0.04
7.78,0.85,0.0,0.0,16.17,0.4
6.68,0.63,0.0,0.0,1.7,0.32
5.21,0.83,0.0,0.0,1.56,0.41
3.65,0.2,0.0,0.0,45.83,0.05
5.17,0.37,0.0,0.0,31.78,0.5
3.3,0.87,0.0,0.0,27.63,0.27
6.53,0.64,0.0,0.0,56.82,0.36
5.33,0.44,0.0,0.0,58.18,0.1
3.37,0.11,0.0,0.0,54.7,0.42
2.97,0.3,0.0,0.0,51.47,0.4
2.37,0.17,0.0,0.0,10.93,0.28
3.01,0.65,0.0,0.0,23.72,0.32
2.03,0.59,0.0,0.0,54.13,0.08
3.16,0.32,0.0,0.0,30.05,0.29
1.33,0.12,0.0,0.0,31.89,0.4
4.54,0.16,0.0,0.0,11.83,0.34
5.71,0.03,0.0,0.0,48.29,0.12
4.24,0.02,0.0,0.0,7.69,0.18
1.16,0.71,0.0,0.0,40.72,0.24
7.48,0.07,0.0,0.0,52.24,0.23
4.63,0.56,0.0,0.0,22.03,0.45
7.86,0.07,0.0,0.0,10.49,0.07
0.96,0.56,0.0,0.0,44.62,0.05
6.78,0.37,0.0,0.0,13.14,0.47
0.34,0.76,0.0,0.0,20.36,0.36
6.07,0.28,0.0,0.0,29.0,0.37
2.19,0.05,0.0,0.0,23.22,0.1
2.35,0.01,0.0,0.0,28.46,0.4
7.22,0.36,0.0,0.0,30.0,0.31
5.23,0.84,0.0,0.0,9.06,0.4
4.24,0.45,0.0,0.0,25.84,0.42
6.1,0.39,0.0,0.0,44.2,0.03
6.23,0.84,0.0,0.0,12.9,0.21
7.08,0.62,0.0,0.0,37.96,0.15
5.69,0.89,0.0,0.0,33.83,0.26
4.39,0.19,0.0,0.0,7.82,0.14
5.65,0.69,0.0,0.0,39.06,0.4
6.26,0.73,0.0,0.0,1.88,0.09
7.54,0.76,0.0,0.0,19.46,0.13
2.37,0.11,0.0,0.0,54.96,0.22
3.33,0.55,0.0,0.0,16.35,0.25
7.86,0.49,0.0,0.0,55.58,0.36
6.32,0.58,0.0,0.0,2.87,0.33
6.83,0.2,0.0,0.0,16.47,0.06
5.67,0.64,0.0,0.0,26.12,0.03
2.03,0.82,0.0,0.0,14.67,0.03
1.82,0.06,0.0,0.0,4.79,0.23
6.25,0.32,0.0,0.0,15.09,0.39
3.64,0.43,0.0,0.0,25.9,0.47
2.92,0.41,0.0,0.0,4.79,0.45
3.07,0.65,0.0,0.0,48.01,0.15
7.52,0.03,0.0,0.0,19.77,0.26
1.39,0.74,0.0,0.0,11.39,0.43
6.92,0.61,0.0,0.0,25.83,0.08
0.5,0.52,0.0,0.0,21.38,0.28
6.36,0.35,0.0,0.0,9.56,0.17
7.89,0.55,0.0,0.0,49.62,0.31
3.53,0.4,0.0,0.0,22.88,0.31
6.5,0.09,0.0,0.0,32.6,0.05
7.05,0.25,0.0,0.0,34.98,0.18
2.77,0.24,0.0,0.0,13.88,0.47
1.9,0.79,0.0,0.0,41.91,0.34
1.49,0.15,0.0,0.0,36.15,0.48
0.7,0.17,0.0,0.0,2.72,0.22
4.16,0.57,0.0,0.0,35.93,0.44
4.18,0.6,0.0,0.0,40.77,0.22
6.81,0.34,0.0,0.0,27.84,0.17
3.82,0.75,0.0,0.0,42.42,0.03
3.08,0.28,0.0,0.0,28.19,0.22
1.13,0.76,0.0,0.0,44.45,0.33
6.62,0.06,0.0,0.0,50.55,0.09
7.24,0.33,0.0,0.0,43.93,0.35
4.74,0.15,0.0,0.0,30.91,0.11
4.35,0.31,0.0,0.0,57.43,0.39
5.71,0.3,0.0,0.0,16.54,0.29
5.59,0.85,0.0,0.0,47.28,0.17
0.17,0.46,0.0,0.0,10.45,0.01
4.93,0.71,0.0,0.0,4.8,0.21
6.28,0.57,0.0,0.0,51.03,0.28
6.58,0.89,0.0,0.0,21.68,0.33
3.98,0.38,0.0,0.0,26.53,0.11
5.99,0.15,0.0,0.0,48.57,0.34
1.57,0.12,0.0,0.0,49.24,0.2
5.47,0.72,0.0,0.0,51.38,0.45
1.39,0.68,0.0,0.0,14.49,0.04
1.33,0.16,0.0,0.0,49.83,0.41
2.32,0.25,0.0,0.0,16.41,0.13
7.15,0.13,0.0,0.0,14.45,0.03
2.7,0.31,0.0,0.0,36.42,0.3
6.79,0.05,0.0,0.0,18.48,0.31
1.62,0.88,0.0,0.0,46.12,0.2
0.51,0.4,0.0,0.0,32.51,0.43
1.55,0.86,0.0,0.0,25.03,0.2
7.92,0.51,0.0,0.0,57.17,0.11
6.56,0.84,0.0,0.0,26.65,0.18
5.68,0.28,0.0,0.0,8.04,0.47
3.18,0.51,0.0,0.0,48.72,0.5
5.76,0.6,0.0,0.0,57.99,0.24
3.02,0.87,0.0,0.0,15.84,0.49
2.38,0.22,0.0,0.0,41.36,0.33
3.21,0.02,0.0,0.0,22.42,0.06
6.58,0.01,0.0,0.0,22.12,0.24
6.14,0.36,0.0,0.0,16.61,0.24
2.28,0.1,0.0,0.0,43.88,0.08
3.11,0.83,0.0,0.0,23.36,0.41
4.05,0.87,0.0,0.0,24.25,0.06
0.94,0.79,0.0,0.0,17.84,0.44
1.65,0.25,0.0,0.0,15.13,0.01
4.62,0.77,0.0,0.0,32.54,0.1
6.69,0.43,0.0,0.0,25.05,0.16
7.74,0.7,0.0,0.0,18.56,0.41
4.59,0.54,0.0,0.0,25.36,0.11
0.95,0.53,0.0,0.0,25.8,0.34
0.71,0.28,0.0,0.0,52.49,0.14
1.45,0.88,0.0,0.0,14.95,0.42
7.17,0.24,0.0,0.0,6.99,0.37
1.41,0.19,0.0,0.0,5.85,0.16
6.1,0.2,0.0,0.0,22.66,0.0
5.79,0.12,0.0,0.0,36.39,0.39
5.11,0.07,0.0,0.0,58.07,0.36
6.76,0.3,0.0,0.0,24.1,0.26
3.07,0.05,0.0,0.0,34.01,0.17
3.76,0.31,0.0,0.0,36.76,0.31
3.03,0.1,0.0,0.0,41.5,0.28
0.8,0.06,0.0,0.0,51.8,0.46
6.97,0.88,0.0,0.0,38.55,0.37
0.14,0.44,0.0,0.0,9.71,0.34
5.1,0.86,0.0,0.0,1.19,0.43
0.4,0.16,0.0,0.0,15.45,0.08
1.11,0.54,0.0,0.0,21.2,0.0
3.33,0.67,0.0,0.0,11.27,0.11
6.13,0.83,0.0,0.0,57.33,0.4
5.28,0.51,0.0,0.0,49.23,0.36
4.4,0.71,0.0,0.0,50.17,0.44
6.09,0.04,0.0,0.0,13.01,0.1
2.56,0.49,0.0,0.0,2.55,0.49
6.35,0.8,0.0,0.0,53.87,0.01
5.6,0.64,0.0,0.0,12.64,0.34
4.14,0.35,0.0,0.0,12.17,0.11
6.44,0.88,0.0,0.0,58.15,0.46
4.47,0.43,0.0,0.0,34.44,0.05
5.21,0.74,0.0,0.0,39.63,0.44
1.1,0.81,0.0,0.0,13.7,0.49
2.56,0.44,0.0,0.0,3.18,0.5
4.05,0.32,0.0,0.0,46.81,0.03
6.43,0.19,0.0,0.0,41.53,0.22
6.3,0.06,0.0,0.0,21.0,0.37
7.34,0.19,0.0,0.0,31.54,0.12
1.07,0.54,0.0,0.0,12.23,0.23
3.09,0.52,0.0,0.0,19.88,0.17
2.62,0.07,0.0,0.0,33.37,0.47
5.98,0.36,0.0,0.0,43.75,0.44
5.29,0.08,0.0,0.0,46.8,0.48
0.57,0.88,0.0,0.0,33.36,0.46
7.49,0.48,0.0,0.0,15.5,0.39
7.37,0.89,0.0,0.0,13.04,0.02
1.03,0.56,0.0,0.0,6.02,0.19
7.72,0.04,0.0,0.0,16.15,0.2
2.25,0.2,0.0,0.0,2.61,0.08
6.24,0.59,0.0,0.0,40.0,0.11
5.64,0.29,0.0,0.0,41.33,0.49
0.83,0.54,0.0,0.0,46.0,0.27
0.11,0.68,0.0,0.0,13.79,0.18
3.84,0.44,0.0,0.0,37.48,0.13
5.66,0.34,0.0,0.0,21.86,0.04
4.79,0.13,0.0,0.0,40.67,0.1
1.82,0.14,0.0,0.0,10.56,0.45
5.54,0.32,0.0,0.0,12.85,0.47
2.88,0.82,0.0,0.0,49.56,0.38
5.33,0.16,0.0,0.0,56.14,0.24
2.92,0.09,0.0,0.0,0.77,0.29
1.02,0.29,0.0,0.0,26.8,0.19
0.65,0.04,0.0,0.0,34.59,0.23
1.13,0.41,0.0,0.0,55.81,0.39
1.77,0.7,0.0,0.0,27.97,0.21
2.14,0.08,0.0,0.0,2.59,0.3
1.45,0.01,0.0,0.0,34.36,0.23
1.51,0.12,0.0,0.0,27.45,0.19
2.54,0.42,0.0,0.0,18.24,0.45
1.58,0.45,0.0,0.0,7.93,0.04
6.47,0.39,0.0,0.0,32.48,0.18
7.4,0.89,0.0,0.0,46.91,0.24
6.34,0.11,0.0,0.0,29.22,0.35
1.36,0.08,0.0,0.0,9.83,0.07
1.35,0.57,0.0,0.0,24.43,0.05
5.83,0.7,0.0,0.0,28.19,0.38
5.42,0.76,0.0,0.0,30.22,0.02
7.85,0.06,0.0,0.0,41.23,0.09
4.96,0.66,0.0,0.0,12.48,0.42
4.9,0.59,0.0,0.0,35.64,0.27
7.18,0.11,0.0,0.0,6.7,0.38
5.87,0.57,0.0,0.0,26.27,0.11
1.99,0.25,0.0,0.0,27.44,0.04
0.51,0.08,0.0,0.0,22.13,0.41
4.47,0.6,0.0,0.0,15.06,0.29
2.57,0.72,0.0,0.0,51.58,0.49
7.93,0.29,0.0,0.0,2.64,0.03
3.83,0.04,0.0,0.0,13.93,0.11
5.01,0.14,0.0,0.0,48.94,0.36
1.96,0.71,0.0,0.0,14.97,0.13
6.98,0.1,0.0,0.0,48.66,0.09
6.26,0.58,0.0,0.0,10.24,0.47
1.18,0.26,0.0,0.0,39.38,0.34
5.24,0.39,0.0,0.0,36.55,0.35
4.79,0.04,0.0,0.0,11.52,0.36
5.58,0.82,0.0,0.0,59.68,0.07
3.7,0.34,0.0,0.0,19.19,0.21
3.52,0.05,0.0,0.0,41.88,0.48
6.25,0.65,0.0,0.0,4.4,0.43
4.57,0.63,0.0,0.0,36.55,0.18
4.37,0.38,0.0,0.0,12.7,0.33
5.41,0.61,0.0,0.0,46.83,0.21
2.81,0.46,0.0,0.0,44.67,0.26
7.66,0.62,0.0,0.0,7.51,0.2
3.27,0.77,0.0,0.0,47.39,0.5
0.26,0.77,0.0,0.0,16.91,0.07
1.9,0.7,0.0,0.0,34.35,0.16
3.49,0.89,0.0,0.0,18.51,0.36
3.35,0.36,0.0,0.0,38.44,0.24
4.98,0.36,0.0,0.0,37.35,0.37
7.55,0.8,0.0,0.0,44.98,0.09
0.41,0.36,0.0,0.0,1.01,0.19
0.38,0.47,0.0,0.0,32.92,0.46
4.49,0.08,0.0,0.0,7.0,0.19
3.37,0.09,0.0,0.0,23.89,0.41
7.67,0.27,0.0,0.0,0.07,0.13
4.97,0.13,0.0,0.0,11.12,0.26
6.39,0.01,0.0,0.0,21.71,0.06
1.79,0.88,0.0,0.0,30.27,0.29
4.86,0.41,0.0,0.0,46.47,0.16
7.57,0.78,0.0,0.0,49.76,0.21
5.42,0.31,0.0,0.0,0.13,0.07
5.18,0.82,0.0,0.0,12.71,0.23
2.47,0.28,0.0,0.0,24.83,0.37
6.12,0.89,0.0,0.0,12.21,0.49
4.08,0.03,0.0,0.0,43.79,0.21
6.82,0.54,0.0,0.0,34.55,0.31
4.13,0.1,0.0,0.0,28.73,0.13
2.34,0.79,0.0,0.0,40.75,0.49
5.24,0.42,0.0,0.0,46.97,0.46
1.89,0.79,0.0,0.0,28.21,0.14
0.65,0.18,0.0,0.0,30.95,0.42
1.36,0.42,0.0,0.0,53.92,0.34
6.6,0.72,0.0,0.0,33.77,0.01
1.87,0.18,0.0,0.0,22.73,0.02
1.78,0.26,0.0,0.0,42.56,0.48
1.99,0.52,0.0,0.0,57.0,0.04
7.42,0.23,0.0,0.0,15.32,0.35
4.27,0.38,0.0,0.0,16.62,0.3
4.8,0.44,0.0,0.0,45.25,0.19
2.96,0.33,0.0,0.0,22.59,0.2
1.87,0.87,0.0,0.0,22.62,0.24
0.21,0.2,0.0,0.0,48.37,0.04
4.4,0.53,0.0,0.0,8.76,0.43
6.9,0.42,0.0,0.0,26.43,0.3
4.01,0.78,0.0,0.0,38.03,0.05
2.28,0.89,0.0,0.0,37.7,0.15
7.78,0.88,0.0,0.0,14.42,0.44
7.93,0.51,0.0,0.0,55.72,0.04
0.24,0.27,0.0,0.0,44.91,0.29
3.53,0.66,0.0,0.0,4.46,0.13
3.16,0.07,0.0,0.0,5.54,0.06
4.0,0.71,0.0,0.0,46.27,0.03
5.06,0.84,0.0,0.0,46.47,0.13
1.19,0.47,0.0,0.0,43.04,0.06
4.06,0.37,0.0,0.0,0.8,0.37
4.18,0.41,0.0,0.0,4.06,0.01
5.04,0.28,0.0,0.0,51.0,0.12
3.23,0.55,0.0,0.0,49.41,0.5
7.63,0.21,0.0,0.0,48.48,0.47
0.63,0.66,0.0,0.0,6.85,0.13
0.46,0.58,0.0,0.0,28.11,0.25
2.35,0.02,0.0,0.0,16.34,0.42
5.09,0.05,0.0,0.0,23.76,0.07
3.9,0.27,0.0,0.0,28.9,0.12
7.06,0.4,0.0,0.0,52.36,0.31
7.43,0.66,0.0,0.0,30.52,0.06
0.32,0.47,0.0,0.0,46.03,0.2
3.7,0.62,0.0,0.0,16.09,0.45
3.53,0.13,0.0,0.0,2.35,0.42
3.03,0.36,0.0,0.0,48.83,0.13
6.71,0.16,0.0,0.0,55.11,0.39
6.06,0.85,0.0,0.0,58.17,0.18
5.43,0.53,0.0,0.0,38.71,0.27
6.15,0.22,0.0,0.0,21.54,0.35
7.64,0.04,0.0,0.0,57.11,0.48
1.01,0.73,0.0,0.0,31.48,0.24
3.35,0.19,0.0,0.0,46.32,0.35
3.02,0.02,0.0,0.0,10.49,0.07
0.26,0.03,0.0,0.0,53.64,0.2
3.15,0.52,0.0,0.0,35.99,0.07
4.43,0.29,0.0,0.0,11.36,0.07
5.29,0.58,0.0,0.0,37.23,0.29
5.19,0.18,0.0,0.0,50.99,0.21
5.31,0.07,0.0,0.0,52.66,0.13
5.61,0.09,0.0,0.0,20.38,0.19
2.94,0.73,0.0,0.0,47.09,0.35
1.46,0.59,0.0,0.0,50.19,0.18
2.69,0.24,0.0,0.0,13.74,0.49
5.37,0.8,0.0,0.0,22.32,0.01
7.87,0.36,0.0,0.0,4.77,0.46
6.4,0.27,0.0,0.0,20.46,0.46
0.39,0.79,0.0,0.0,52.65,0.11
6.54,0.47,0.0,0.0,37.2,0.24
3.02,0.55,0.0,0.0,40.82,0.46
6.64,0.71,0.0,0.0,33.07,0.18
3.63,0.63,0.0,0.0,11.55,0.05
5.22,0.79,0.0,0.0,16.06,0.14
2.46,0.34,0.0,0.0,5.61,0.05
3.13,0.57,0.0,0.0,56.99,0.43
5.02,0.79,0.0,0.0,37.9,0.34
0.72,0.83,0.0,0.0,32.64,0.34
5.64,0.68,0.0,0.0,50.64,0.27
4.83,0.53,0.0,0.0,9.22,0.44
7.42,0.03,0.0,0.0,17.0,0.45
2.91,0.69,0.0,0.0,27.28,0.06
0.93,0.43,0.0,0.0,45.67,0.19
1.5,0.62,0.0,0.0,53.62,0.24
6.4,0.1,0.0,0.0,24.19,0.08
3.54,0.77,0.0,0.0,30.43,0.25
6.55,0.49,0.0,0.0,55.59,0.31
5.92,0.15,0.0,0.0,21.71,0.33
0.42,0.76,0.0,0.0,22.5,0.48
0.16,0.42,0.0,0.0,26.98,0.06
0.89,0.51,0.0,0.0,17.75,0.38
6.11,0.54,0.0,0.0,11.33,0.05
2.1,0.77,0.0,0.0,0.43,0.47
5.61,0.47,0.0,0.0,20.31,0.12
7.97,0.88,0.0,0.0,56.85,0.4
1.24,0.68,0.0,0.0,24.38,0.41
0.11,0.41,0.0,0.0,22.44,0.1
5.32,0.2,0.0,0.0,14.77,0.13
3.98,0.65,0.0,0.0,34.73,0.01
3.89,0.12,0.0,0.0,36.24,0.16
7.43,0.61,0.0,0.0,56.52,0.18
4.1,0.13,0.0,0.0,39.48,0.5
7.52,0.73,0.0,0.0,44.89,0.47
2.63,0.25,0.0,0.0,55.42,0.26
3.29,0.73,0.0,0.0,24.94,0.17
6.64,0.62,0.0,0.0,36.7,0.2
3.09,0.72,0.0,0.0,24.68,0.19
5.89,0.78,0.0,0.0,20.46,0.11
3.48,0.52,0.0,0.0,14.35,0.48
4.12,0.17,0.0,0.0,58.84,0.05
4.35,0.74,0.0,0.0,43.13,0.44
8.31,0.68,0.0,0.0,36.56,0.3
4.74,0.32,0.0,0.0,25.09,0.16
4.95,0.76,0.0,0.0,0.76,0.37
0.94,0.61,0.0,0.0,46.31,0.35
2.93,0.87,0.0,0.0,52.24,0.04
4.58,0.26,0.0,0.0,42.76,0.12
2.28,0.9,0.0,0.0,43.63,0.44
2.81,0.36,0.0,0.0,24.14,0.04
2.97,0.84,0.0,0.0,23.93,0.46
3.7,0.68,0.0,0.0,39.36,0.2
3.17,0.11,0.0,0.0,17.27,0.01
5.79,0.88,0.0,0.0,44.68,0.0
1.43,0.85,0.0,0.0,43.96,0.35
5.49,0.72,0.0,0.0,21.82,0.25
0.45,0.09,0.0,0.0,17.15,0.43
6.18,0.35,0.0,0.0,28.57,0.42
0.78,0.47,0.0,0.0,11.24,0.03
8.39,0.82,0.0,0.0,38.73,0.27
6.23,0.04,0.0,0.0,5.26,0.28
8.1,0.32,0.0,0.0,10.37,0.12
6.19,0.49,0.0,0.0,38.57,0.24
4.11,0.81,0.0,0.0,56.27,0.45
2.56,0.51,0.0,0.0,14.23,0.02
1.33,0.83,0.0,0.0,30.54,0.21
4.5,0.04,0.0,0.0,31.79,0.35
0.93,0.64,0.0,0.0,2.8,0.24
1.27,0.53,0.0,0.0,15.22,0.18
3.93,0.23,0.0,0.0,40.54,0.48
6.31,0.47,0.0,0.0,23.45,0.17
7.52,0.45,0.0,0.0,55.97,0.33
3.65,0.02,0.0,0.0,29.74,0.42
4.58,0.89,0.0,0.0,34.7,0.26
5.12,0.36,0.0,0.0,29.65,0.02
6.77,0.89,0.0,0.0,18.81,0.43
2.19,0.71,0.0,0.0,34.41,0.31
2.57,0.26,0.0,0.0,3.78,0.37
5.08,0.03,0.0,0.0,49.22,0.21
7.87,0.41,0.0,0.0,56.03,0.12
2.91,0.6,0.0,0.0,49.69,0.12
2.27,0.03,0.0,0.0,26.0,0.11
2.38,0.74,0.0,0.0,8.39,0.17
3.76,0.29,0.0,0.0,46.55,0.32
4.58,0.71,0.0,0.0,27.67,0.42
5.37,0.01,0.0,0.0,15.4,0.41
3.48,0.77,0.0,0.0,36.4,0.09
3.16,0.31,0.0,0.0,54.41,0.34
6.35,0.68,0.0,0.0,3.92,0.19
7.61,0.22,0.0,0.0,53.1,0.08
3.66,0.65,0.0,0.0,38.47,0.06
0.18,0.18,0.0,0.0,6.36,0.32
7.89,0.89,0.0,0.0,48.31,0.1
6.61,0.41,0.0,0.0,22.31,0.21
3.67,0.85,0.0,0.0,54.38,0.12
1.3,0.52,0.0,0.0,21.93,0.35
6.02,0.33,0.0,0.0,5.76,0.26
1.3,0.38,0.0,0.0,59.11,0.03
6.24,0.23,0.0,0.0,8.68,0.08
0.5,0.51,0.0,0.0,46.35,0.15
2.08,0.15,0.0,0.0,31.37,0.14
3.36,0.79,0.0,0.0,34.71,0.32
4.71,0.19,0.0,0.0,11.85,0.21
2.54,0.17,0.0,0.0,39.52,0.11
2.36,0.69,0.0,0.0,27.97,0.38
0.55,0.02,0.0,0.0,58.43,0.45
4.9,0.33,0.0,0.0,11.06,0.06
4.61,0.85,0.0,0.0,31.88,0.27
6.36,0.61,0.0,0.0,33.39,0.17
4.91,0.72,0.0,0.0,6.91,0.16
5.33,0.84,0.0,0.0,10.7,0.03
2.14,0.81,0.0,0.0,33.2,0.38
7.45,0.46,0.0,0.0,31.29,0.42
7.45,0.15,0.0,0.0,3.75,0.34
3.22,0.11,0.0,0.0,29.07,0.47
2.94,0.69,0.0,0.0,32.79,0.12
3.86,0.47,0.0,0.0,26.21,0.31
7.49,0.09,0.0,0.0,34.75,0.1
8.09,0.25,0.0,0.0,45.93,0.05
3.23,0.42,0.0,0.0,45.48,0.12
3.25,0.52,0.0,0.0,22.92,0.29
2.02,0.32,0.0,0.0,51.01,0.03
4.64,0.84,0.0,0.0,36.11,0.02
6.66,0.7,0.0,0.0,33.42,0.38
0.64,0.3,0.0,0.0,22.14,0.4
5.26,0.33,0.0,0.0,50.23,0.38
5.16,0.29,0.0,0.0,58.7,0.11
0.42,0.24,0.0,0.0,37.26,0.2
4.13,0.7,0.0,0.0,14.63,0.01
2.58,0.46,0.0,0.0,4.39,0.09
3.74,0.47,0.0,0.0,46.17,0.5
2.84,0.04,0.0,0.0,15.93,0.4
2.02,0.16,0.0,0.0,23.87,0.41
4.53,0.63,0.0,0.0,1.1,0.22
4.44,0.82,0.0,0.0,29.61,0.2
7.14,0.47,0.0,0.0,1.23,0.35
2.44,0.03,0.0,0.0,53.9,0.28
0.52,0.39,0.0,0.0,42.34,0.37
3.69,0.03,0.0,0.0,49.87,0.11
0.09,0.34,0.0,0.0,6.99,0.03
5.89,0.08,0.0,0.0,49.94,0.46
5.82,0.45,0.0,0.0,36.02,0.34
1.25,0.2,0.0,0.0,8.8,0.15
1.93,0.45,0.0,0.0,12.35,0.32
2.84,0.8,0.0,0.0,48.06,0.11
0.94,0.34,0.0,0.0,37.84,0.01
7.83,0.4,0.0,0.0,58.24,0.21
3.57,0.8,0.0,0.0,53.95,0.28
4.05,0.14,0.0,0.0,51.09,0.43
3.94,0.15,0.0,0.0,53.51,0.39
2.05,0.27,0.0,0.0,45.8,0.44
5.38,0.19,0.0,0.0,18.77,0.28
6.39,0.0,0.0,0.0,17.69,0.0
1.16,0.13,0.0,0.0,46.34,0.4
0.79,0.77,0.0,0.0,22.95,0.12
3.99,0.8,0.0,0.0,20.32,0.16
7.78,0.19,0.0,0.0,21.32,0.41
1.54,0.23,0.0,0.0,25.25,0.44
5.15,0.15,0.0,0.0,16.75,0.44
1.05,0.26,0.0,0.0,49.1,0.03
5.34,0.3,0.0,0.0,17.64,0.18
3.03,0.19,0.0,0.0,19.88,0.31
1.68,0.68,0.0,0.0,51.66,0.18
0.52,0.03,0.0,0.0,14.26,0.14
6.53,0.8,0.0,0.0,19.64,0.44
6.84,0.43,0.0,0.0,44.05,0.27
4.69,0.35,0.0,0.0,47.68,0.42
5.41,0.38,0.0,0.0,16.18,0.14
3.87,0.59,0.0,0.0,53.73,0.02
4.25,0.49,0.0,0.0,20.7,0.3
0.92,0.33,0.0,0.0,44.94,0.13
